"","Codigo","Companhia","Ano","Remuneração.Média","RMRankit","RMM"
"2004",365,"ESTACIO PARTICIPAÇÕES SA","2014",4810425.3015873,145,0.31
"2279",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2014",4797318.52844802,144,0.31
"2114",382,"ENEVA S.A.","2016",4792683.11267606,143,0.3
"1734",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2017",4792666.66666667,142,0.3
"2589",469,"SOMOS EDUCAÇÃO S.A.","2014",4779479.23131928,141,0.3
"218",35,"FIBRIA CELULOSE S.A.","2017",4772488.25611111,140,0.3
"1948",358,"BANCO ABC BRASIL S/A","2017",4739639.58928571,139,0.3
"3355",636,"VIA VAREJO S.A.","2015",4733663.21505376,138,0.29
"2045",372,"DURATEX S.A.","2015",4727683.47610053,137,0.29
"2001",365,"ESTACIO PARTICIPAÇÕES SA","2017",4725648.05555556,136,0.29
"2003",365,"ESTACIO PARTICIPAÇÕES SA","2015",4721756.27240143,135,0.29
"403",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2011",4720078.49022222,134,0.28
"2959",561,"SMILES FIDELIDADE S.A.","2017",4718143.65718799,133,0.28
"947",161,"TELEFÔNICA BRASIL S.A.","2013",4697110.91666667,132,0.28
"1352",249,"NATURA COSMETICOS SA","2012",4690308.33333333,131,0.28
"2046",372,"DURATEX S.A.","2014",4682772.78505899,130,0.28
"2775",502,"SMILES S.A.","2012",4682119.85714286,129,0.27
"2890",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2015",4677739.6,128,0.27
"2956",559,"CAMIL ALIMENTOS S/A","2017",4671274.81256332,127,0.27
"1739",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2012",4668400,126,0.27
"1975",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2011",4668380.612,125,0.27
"3403",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2011",4665351.875,124,0.26
"3356",636,"VIA VAREJO S.A.","2014",4659206.44444444,123,0.26
"2630",475,"BANCO BTG PACTUAL S/A","2017",4654692.93734914,122,0.26
"13",2,"ALPARGATAS SA","2013",4652680,121,0.26
"339",52,"SUZANO PAPEL E CELULOSE SA","2010",4642214.73611111,120,0.25
"46",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2012",4635309.17833333,119,0.25
"1450",269,"COSAN SA INDUSTRIA E COMERCIO","2014",4629154.24,118,0.25
"2262",411,"CIELO S.A.","2011",4622553.98571429,117,0.25
"12",2,"ALPARGATAS SA","2014",4601725,116,0.25
"1354",249,"NATURA COSMETICOS SA","2010",4598921.23352855,115,0.24
"1949",358,"BANCO ABC BRASIL S/A","2016",4595415.37196429,114,0.24
"3562",668,"SUZANO HOLDING S.A.","2014",4593046.2375,113,0.24
"3402",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2012",4591496.04166667,112,0.24
"3104",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2015",4578066.66666667,111,0.24
"3398",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2016",4577753.33333333,110,0.23
"1737",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2014",4572000,109,0.23
"2948",554,"AZUL S.A.","2017",4569577.80833333,108,0.23
"2678",486,"VIGOR ALIMENTOS S.A.","2015",4563774.74785714,107,0.23
"2047",372,"DURATEX S.A.","2013",4554337.15220949,106,0.22
"1123",200,"CPFL ENERGIA SA","2017",4551180.4107425,105,0.22
"215",33,"KLABIN S.A.","2011",4548290.19116667,104,0.22
"225",35,"FIBRIA CELULOSE S.A.","2010",4547095.17115265,103,0.22
"1355",250,"GOL LINHAS AEREAS INTELIGENTES SA","2017",4544982.18866667,102,0.22
"1178",207,"CCR S.A.","2014",4544757.57575758,101,0.21
"2895",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2015",4543678.84484848,100,0.21
"45",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2013",4536675.06666667,99,0.21
"14",2,"ALPARGATAS SA","2012",4520442.5,98,0.21
"3433",649,"LOJAS AMERICANAS SA","2015",4517140,97,0.21
"319",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2014",4509564.85714286,96,0.2
"2371",432,"MARISA LOJAS SA","2017",4506214.505,95,0.2
"1453",269,"COSAN SA INDUSTRIA E COMERCIO","2011",4498266.17777778,94,0.2
"1727",323,"SÃO MARTINHO SA","2016",4489088.94696429,93,0.2
"2772",502,"SMILES S.A.","2015",4474718.42857143,92,0.19
"2177",394,"PRUMO LOGÍSTICA S.A.","2016",4473904.05685714,91,0.19
"2894",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2016",4451908.35056835,90,0.19
"1726",323,"SÃO MARTINHO SA","2017",4445949.39267857,89,0.19
"2281",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2012",4443269.14418262,88,0.19
"2706",490,"BIOSEV S.A.","2014",4439702.37577778,87,0.18
"1500",278,"BR PROPERTIES S.A.","2013",4439568.39571429,86,0.18
"216",33,"KLABIN S.A.","2010",4411236.424,85,0.18
"397",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2017",4405266.04545454,84,0.18
"47",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2011",4400184.97,83,0.18
"2183",394,"PRUMO LOGÍSTICA S.A.","2010",4398684.5,82,0.17
"214",33,"KLABIN S.A.","2012",4397250,81,0.17
"2282",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2011",4387840.99354839,80,0.17
"2140",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2013",4375000,79,0.17
"2263",411,"CIELO S.A.","2010",4372262.80333333,78,0.16
"2280",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2013",4366269.18697403,77,0.16
"101",18,"UNIPAR CARBOCLORO S.A.","2016",4360767.75533333,76,0.16
"944",161,"TELEFÔNICA BRASIL S.A.","2016",4343707.69583333,75,0.16
"2062",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2011",4338928.57142857,74,0.16
"2063",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2010",4338928.57142857,73,0.15
"1124",200,"CPFL ENERGIA SA","2016",4335540.06968641,72,0.15
"1639",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2017",4333333.33333333,71,0.15
"2614",473,"STATKRAFT ENERGIAS RENOVÁVEIS S.A.","2017",4327677.11234632,70,0.15
"890",151,"RUMO S.A.","2012",4323101.69166667,69,0.15
"1177",207,"CCR S.A.","2015",4302670.995671,68,0.14
"1191",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2013",4300323.0995671,67,0.14
"318",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2015",4299839.21428571,66,0.14
"2953",557,"IRB - BRASIL RESSEGUROS S.A.","2016",4298952.46666667,65,0.14
"249",40,"BANCO MERCANTIL BRASIL SA","2014",4287608.21969697,64,0.13
"2774",502,"SMILES S.A.","2013",4280078.92857143,63,0.13
"1738",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2013",4275280,62,0.13
"478",76,"SCHULZ SA","2017",4272666.86285714,61,0.13
"943",161,"TELEFÔNICA BRASIL S.A.","2017",4257272.83666667,60,0.13
"1977",362,"B2W - COMPANHIA DIGITAL","2017",4242201.1,59,0.12
"3594",672,"PARANAPANEMA SA","2014",4239797.28321429,58,0.12
"961",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2013",4239668.86083333,57,0.12
"962",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2012",4239668.86083333,56,0.12
"1333",245,"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2017",4234272.81025641,55,0.12
"131",22,"IOCHPE-MAXION SA","2016",4217488.77777778,54,0.11
"3238",616,"BRASKEM S.A.","2013",4213518.79848148,53,0.11
"2960",561,"SMILES FIDELIDADE S.A.","2016",4212861.76190476,52,0.11
"3454",651,"LOJAS RENNER SA","2010",4207361.52985507,51,0.11
"1502",278,"BR PROPERTIES S.A.","2011",4205039.49,50,0.1
"2838",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2015",4202162.44444444,49,0.1
"931",158,"TIM PARTICIPAÇÕES SA","2016",4185375.875,48,0.1
"3239",616,"BRASKEM S.A.","2012",4184033.15277922,47,0.1
"1736",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2015",4182000,46,0.1
"1167",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2017",4174240.64285714,45,0.09
"102",18,"UNIPAR CARBOCLORO S.A.","2015",4173143.48990896,44,0.09
"681",115,"BRF S.A.","2012",4164308.227,43,0.09
"1501",278,"BR PROPERTIES S.A.","2012",4156110.35442308,42,0.09
"2002",365,"ESTACIO PARTICIPAÇÕES SA","2016",4155625.19794441,41,0.09
"1691",316,"TECNISA S/A","2014",4154798.11888889,40,0.08
"1876",345,"MARFRIG GLOBAL FOODS SA","2015",4147195.83222222,39,0.08
"2353",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2015",4124902.33376849,38,0.08
"1874",345,"MARFRIG GLOBAL FOODS SA","2017",4123689.684,37,0.08
"2817",510,"AMBEV S.A.","2012",4120498.98181818,36,0.07
"889",151,"RUMO S.A.","2013",4115890.28571429,35,0.07
"1877",345,"MARFRIG GLOBAL FOODS SA","2014",4114494.115,34,0.07
"3347",634,"TUPY SA","2015",4105260.35244444,33,0.07
"2247",409,"TARPON INVESTIMENTOS S/A","2010",4100884.19047619,32,0.07
"3434",649,"LOJAS AMERICANAS SA","2014",4091837.25,31,0.06
"1168",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2016",4077231.28571429,30,0.06
"3240",616,"BRASKEM S.A.","2011",4067735.50857143,29,0.06
"185",30,"INDS J B DUARTE SA","2017",4060000,28,0.06
"2115",382,"ENEVA S.A.","2015",4056578.0952381,27,0.06
"967",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2015",4048110.6,26,0.05
"3404",644,"ITAÚSA - INVESTIMENTOS ITAÚ S.A.","2010",4046900,25,0.05
"948",161,"TELEFÔNICA BRASIL S.A.","2012",4042331.14583333,24,0.05
"3478",655,"MARCOPOLO SA","2016",4037214.23986928,23,0.05
"2192",397,"UNIDAS S/A","2017",4036528,22,0.04
"1632",304,"BROOKFIELD INCORPORAÇÕES S.A.","2011",4029500.41426928,21,0.04
"1976",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2010",4023933.33333333,20,0.04
"1226",220,"LIQ PARTICIPAÇÕES S.A.","2016",4022685.71428571,19,0.04
"2586",469,"SOMOS EDUCAÇÃO S.A.","2017",4009285.71428571,18,0.04
"2180",394,"PRUMO LOGÍSTICA S.A.","2013",4007276.124197,17,0.03
"1640",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2016",4e+06,16,0.03
"1421",264,"LOCALIZA RENT A CAR SA","2011",3992966.06416667,15,0.03
"2117",382,"ENEVA S.A.","2013",3992704.11428571,14,0.03
"1193",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2011",3988747.5,13,0.03
"666",109,"GAFISA SA","2017",3970655.07190476,12,0.02
"637",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2014",3965710.17323908,11,0.02
"1356",250,"GOL LINHAS AEREAS INTELIGENTES SA","2016",3963640.74844444,10,0.02
"1878",345,"MARFRIG GLOBAL FOODS SA","2013",3948847.4219992,9,0.02
"2164",392,"HYPERA S/A","2014",3939775.27868687,8,0.01
"15",2,"ALPARGATAS SA","2011",3933663.33333333,7,0.01
"950",161,"TELEFÔNICA BRASIL S.A.","2010",3918334.19642157,6,0.01
"130",22,"IOCHPE-MAXION SA","2017",3913357.11111111,5,0.01
"3435",649,"LOJAS AMERICANAS SA","2013",3912083.33333333,4,0.01
"85",14,"OI S.A. - EM RECUPERAÇÃO JUDICIAL","2014",3906839.40129412,3,0
"344",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2016",3882811.948,2,0
"48",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2010",3879855.175,1,0
"3480",655,"MARCOPOLO SA","2014",3871799.09,463,1
"1179",207,"CCR S.A.","2013",3866040.4040404,462,1
"3241",616,"BRASKEM S.A.","2010",3863787.54714286,461,1
"2108",381,"BANCO PAN SA","2014",3858202.27555556,460,0.99
"2634",475,"BANCO BTG PACTUAL S/A","2013",3849202.88461538,459,0.99
"480",76,"SCHULZ SA","2015",3846626.62,458,0.99
"1950",358,"BANCO ABC BRASIL S/A","2015",3845933.22941964,457,0.99
"2971",564,"CELULOSE IRANI SA","2011",3845002,456,0.98
"3593",672,"PARANAPANEMA SA","2015",3834617.12571429,455,0.98
"3595",672,"PARANAPANEMA SA","2013",3832832.70809524,454,0.98
"1522",285,"EQUATORIAL ENERGIA S/A","2016",3832292.17,453,0.98
"671",109,"GAFISA SA","2012",3825024.52372784,452,0.98
"2577",467,"COPERSUCAR SA","2011",3823683.72939394,451,0.97
"2592",469,"SOMOS EDUCAÇÃO S.A.","2011",3819814.64833333,450,0.97
"1875",345,"MARFRIG GLOBAL FOODS SA","2016",3815689.84750806,449,0.97
"2541",461,"MAGAZINE LUIZA SA","2016",3803041.12892604,448,0.97
"2373",432,"MARISA LOJAS SA","2015",3780000,447,0.97
"3452",651,"LOJAS RENNER SA","2012",3776563.55928571,446,0.96
"346",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2014",3760079.69,445,0.96
"2476",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2016",3752551.44333333,444,0.96
"3453",651,"LOJAS RENNER SA","2011",3746204.12055556,443,0.96
"2773",502,"SMILES S.A.","2014",3739616.22357143,442,0.95
"672",109,"GAFISA SA","2011",3735904.30046278,441,0.95
"1362",250,"GOL LINHAS AEREAS INTELIGENTES SA","2010",3735205.75133333,440,0.95
"1359",250,"GOL LINHAS AEREAS INTELIGENTES SA","2013",3725624.26315789,439,0.95
"1767",329,"JBS SA","2016",3712952.4975,438,0.95
"2354",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2014",3708813.51260504,437,0.94
"2048",372,"DURATEX S.A.","2012",3708333.33333333,436,0.94
"481",76,"SCHULZ SA","2014",3702700.86285714,435,0.94
"1225",220,"LIQ PARTICIPAÇÕES S.A.","2017",3701666.66666667,434,0.94
"2973",565,"PETROBRAS DISTRIBUIDORA SA","2017",3689404.20333333,433,0.94
"1598",299,"CCX CARVÃO DA COLOMBIA S.A.","2016",3684400,432,0.93
"222",35,"FIBRIA CELULOSE S.A.","2013",3683680.08588745,431,0.93
"270",43,"ÉVORA S.A.","2015",3683608.25,430,0.93
"1715",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2015",3678606.80707197,429,0.93
"1530",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2016",3669780.13595238,428,0.92
"618",100,"NEOENERGIA S.A","2017",3666979.054,427,0.92
"479",76,"SCHULZ SA","2016",3644729.33714286,426,0.92
"970",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2012",3632723.2,425,0.92
"103",18,"UNIPAR CARBOCLORO S.A.","2014",3626768.9115,424,0.92
"932",158,"TIM PARTICIPAÇÕES SA","2015",3618247,423,0.91
"3615",675,"PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS","2016",3617283.76762462,422,0.91
"1556",290,"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL","2014",3615986.5,421,0.91
"1360",250,"GOL LINHAS AEREAS INTELIGENTES SA","2012",3613828.86555556,420,0.91
"1291",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2014",3611694.75,419,0.9
"3616",675,"PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS","2015",3605939.13708333,418,0.9
"2752",498,"LINX S.A.","2017",3604030,417,0.9
"271",43,"ÉVORA S.A.","2014",3587044.25,416,0.9
"1180",207,"CCR S.A.","2012",3586233.33333333,415,0.9
"1181",207,"CCR S.A.","2011",3586233.33333333,414,0.89
"2847",519,"OMEGA GERAÇÃO S.A.","2017",3582853.41666667,413,0.89
"2707",490,"BIOSEV S.A.","2013",3582841.57944444,412,0.89
"3479",655,"MARCOPOLO SA","2015",3582413.33333333,411,0.89
"788",132,"PORTO SEGURO SA","2017",3579752.14285714,410,0.89
"892",151,"RUMO S.A.","2010",3566666.66666667,409,0.88
"1292",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2013",3559226.075,408,0.88
"1740",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2011",3554676.19047619,407,0.88
"1394",256,"DIAGNOSTICOS DA AMERICA SA","2015",3552589.695,406,0.88
"1529",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2017",3544934.36,405,0.87
"2283",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2010",3532569.23076923,404,0.87
"635",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2016",3530473.43266667,403,0.87
"2079",377,"CONSTRUTORA TENDA S/A","2017",3527326.23376623,402,0.87
"2005",365,"ESTACIO PARTICIPAÇÕES SA","2013",3524476.35714286,401,0.87
"3614",675,"PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS","2017",3518787.65072619,400,0.86
"2311",421,"FLEURY SA","2017",3514792.3058768,399,0.86
"791",132,"PORTO SEGURO SA","2014",3505535.14285714,398,0.86
"1768",329,"JBS SA","2015",3498324.4225,397,0.86
"3437",649,"LOJAS AMERICANAS SA","2011",3493536.67857143,396,0.85
"634",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2017",3491515.45733333,395,0.85
"486",78,"CIA HERING","2017",3489508.39792579,394,0.85
"3031",584,"CIA FERRO LIGAS BAHIA FERBASA","2015",3486595.23809524,393,0.85
"1951",358,"BANCO ABC BRASIL S/A","2014",3480017.1662212,392,0.85
"2312",421,"FLEURY SA","2016",3476794.17989418,391,0.84
"1169",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2015",3472961.96428571,390,0.84
"1880",345,"MARFRIG GLOBAL FOODS SA","2011",3465314.03468208,389,0.84
"526",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2015",3465210.64,388,0.84
"1422",264,"LOCALIZA RENT A CAR SA","2010",3462284.72222222,387,0.84
"1358",250,"GOL LINHAS AEREAS INTELIGENTES SA","2014",3462108.515,386,0.83
"530",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2011",3460925,385,0.83
"531",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2010",3460925,384,0.83
"1393",256,"DIAGNOSTICOS DA AMERICA SA","2016",3460043.10555555,383,0.83
"1932",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2017",3457987.91666667,382,0.82
"2320",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2016",3454802.85,381,0.82
"405",64,"WHIRLPOOL S.A","2017",3450793.23809524,380,0.82
"3360",636,"VIA VAREJO S.A.","2010",3444697.51416667,379,0.82
"3334",632,"FORJAS TAURUS SA","2014",3433651.88666667,378,0.82
"3265",619,"RAIA DROGASIL S.A.","2010",3430125,377,0.81
"1361",250,"GOL LINHAS AEREAS INTELIGENTES SA","2011",3427877.0675,376,0.81
"2542",461,"MAGAZINE LUIZA SA","2015",3423516.05780781,375,0.81
"3170",605,"ELEKEIROZ S/A","2017",3417833.33333333,374,0.81
"3566",668,"SUZANO HOLDING S.A.","2010",3415054.46666667,373,0.81
"1856",342,"SLC AGRICOLA SA","2017",3414368.64733333,372,0.8
"406",64,"WHIRLPOOL S.A","2016",3413855.5,371,0.8
"790",132,"PORTO SEGURO SA","2015",3410246.85714286,370,0.8
"1631",304,"BROOKFIELD INCORPORAÇÕES S.A.","2012",3409407,369,0.8
"398",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2016",3405848.63345455,368,0.79
"1392",256,"DIAGNOSTICOS DA AMERICA SA","2017",3404747.57566667,367,0.79
"3436",649,"LOJAS AMERICANAS SA","2012",3400956.0131169,366,0.79
"682",115,"BRF S.A.","2011",3397224.89430303,365,0.79
"3357",636,"VIA VAREJO S.A.","2013",3395681.09708333,364,0.79
"482",76,"SCHULZ SA","2013",3394490.15142857,363,0.78
"1769",329,"JBS SA","2014",3389432.0975,362,0.78
"2255",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2010",3383333.33333333,361,0.78
"104",18,"UNIPAR CARBOCLORO S.A.","2013",3377407.78350532,360,0.78
"16",2,"ALPARGATAS SA","2010",3368955,359,0.77
"3483",655,"MARCOPOLO SA","2011",3368087.93607143,358,0.77
"1395",256,"DIAGNOSTICOS DA AMERICA SA","2014",3367503.48563265,357,0.77
"1523",285,"EQUATORIAL ENERGIA S/A","2015",3366787.85714286,356,0.77
"3142",601,"SOUZA CRUZ SA","2013",3359486.28777778,355,0.77
"1857",342,"SLC AGRICOLA SA","2016",3354975.27666667,354,0.76
"2874",526,"DOMMO ENERGIA S.A.","2017",3352035.73333333,353,0.76
"2544",461,"MAGAZINE LUIZA SA","2013",3348813.83333333,352,0.76
"1524",285,"EQUATORIAL ENERGIA S/A","2014",3335809.52380952,351,0.76
"668",109,"GAFISA SA","2015",3332516.3302381,350,0.76
"2127",386,"ALIANSCE SHOPPING CENTERS S/A","2014",3328709.43380952,349,0.75
"1537",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2017",3327790.01333333,348,0.75
"3313",625,"EUCATEX SA IND E COMERCIO","2010",3324333.33333333,347,0.75
"1641",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2015",3319222.40266667,346,0.75
"963",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2011",3316143.75,345,0.74
"1155",204,"BRADESPAR S/A","2013",3312480,344,0.74
"9",2,"ALPARGATAS SA","2017",3311867.85714286,343,0.74
"1192",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2012",3309317.47066493,342,0.74
"1979",362,"B2W - COMPANHIA DIGITAL","2015",3304920.4047619,341,0.74
"1290",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2015",3302574.25,340,0.73
"3481",655,"MARCOPOLO SA","2013",3300947.21320286,339,0.73
"3482",655,"MARCOPOLO SA","2012",3300947.21320286,338,0.73
"223",35,"FIBRIA CELULOSE S.A.","2012",3300943.7391793,337,0.73
"3484",655,"MARCOPOLO SA","2010",3297596.04990476,336,0.73
"792",132,"PORTO SEGURO SA","2013",3285230.42857143,335,0.72
"1983",362,"B2W - COMPANHIA DIGITAL","2011",3279664.63492064,334,0.72
"1357",250,"GOL LINHAS AEREAS INTELIGENTES SA","2015",3277863.85132383,333,0.72
"2351",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2017",3277134.22091932,332,0.72
"2049",372,"DURATEX S.A.","2011",3276042.41986021,331,0.71
"2543",461,"MAGAZINE LUIZA SA","2014",3273859.5,330,0.71
"3348",634,"TUPY SA","2014",3270692.73111111,329,0.71
"1473",273,"LIGHT SA","2015",3269618.80264359,328,0.71
"3438",649,"LOJAS AMERICANAS SA","2010",3268666.91090978,327,0.71
"2105",381,"BANCO PAN SA","2017",3260197.5,326,0.7
"1728",323,"SÃO MARTINHO SA","2015",3254477.57,325,0.7
"3496",658,"MAHLE METAL LEVE S.A.","2015",3237319.57361111,324,0.7
"3118",598,"FINANCEIRA ALFA S.A.- C.F.I","2016",3228576.77266667,323,0.7
"3337",632,"FORJAS TAURUS SA","2011",3223827.52470588,322,0.69
"2771",502,"SMILES S.A.","2016",3221789.17857143,321,0.69
"1940",357,"MINERVA S/A","2017",3217408.48438802,320,0.69
"476",75,"NET SERVIÇOS DE COMUNICAÇÃO S.A.","2011",3211666.66666667,319,0.69
"1858",342,"SLC AGRICOLA SA","2015",3207373.538,318,0.69
"2352",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2016",3206016,317,0.68
"3262",619,"RAIA DROGASIL S.A.","2013",3204861.11111111,316,0.68
"564",92,"RUMO MALHA NORTE S.A.","2017",3197077.335,315,0.68
"407",64,"WHIRLPOOL S.A","2015",3194434.375,314,0.68
"3349",634,"TUPY SA","2013",3192938.59582011,313,0.68
"1671",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2017",3187884.928,312,0.67
"3543",665,"MONTEIRO ARANHA SA","2017",3186583.33333333,311,0.67
"1672",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2016",3181637.28133333,310,0.67
"348",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2012",3172057.1445,309,0.67
"311",48,"PBG S/A","2014",3164243.52777778,308,0.66
"2439",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2013",3160000.2,307,0.66
"2967",564,"CELULOSE IRANI SA","2015",3159660.7694709,306,0.66
"667",109,"GAFISA SA","2016",3156874.32857143,305,0.66
"483",76,"SCHULZ SA","2012",3143632.97857143,304,0.66
"1170",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2014",3143325.025,303,0.65
"474",75,"NET SERVIÇOS DE COMUNICAÇÃO S.A.","2013",3137001.07083333,302,0.65
"349",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2011",3134835.4895,301,0.65
"1002",174,"KROTON EDUCACIONAL S.A.","2012",3133664.70564214,300,0.65
"3107",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2012",3133000,299,0.65
"3144",601,"SOUZA CRUZ SA","2011",3126740.3225,298,0.64
"888",151,"RUMO S.A.","2014",3122316.375,297,0.64
"3141",601,"SOUZA CRUZ SA","2014",3120853.75541667,296,0.64
"3303",624,"ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL","2012",3119115.15670736,295,0.64
"525",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2016",3118683.86,294,0.63
"2184",395,"ALUPAR INVESTIMENTO S/A","2017",3118403.20095238,293,0.63
"2126",386,"ALIANSCE SHOPPING CENTERS S/A","2015",3117632.43396524,292,0.63
"3309",625,"EUCATEX SA IND E COMERCIO","2014",3114640.59190476,291,0.63
"1889",347,"TEGMA GESTÃO LOGÍSTICA SA","2016",3103833.33333333,290,0.63
"1605",300,"CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.","2017",3102306.995,289,0.62
"1158",204,"BRADESPAR S/A","2010",3099600,288,0.62
"408",64,"WHIRLPOOL S.A","2014",3093035.87570621,287,0.62
"1770",329,"JBS SA","2013",3090501.49,286,0.62
"3495",658,"MAHLE METAL LEVE S.A.","2016",3078311.28433333,285,0.61
"345",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2015",3078044.98171429,284,0.61
"3143",601,"SOUZA CRUZ SA","2012",3077984.18450595,283,0.61
"1472",273,"LIGHT SA","2016",3074755.73131313,282,0.61
"2050",372,"DURATEX S.A.","2010",3070356.82353897,281,0.61
"136",22,"IOCHPE-MAXION SA","2011",3070270.75,280,0.6
"3560",668,"SUZANO HOLDING S.A.","2016",3055610.41,279,0.6
"3119",598,"FINANCEIRA ALFA S.A.- C.F.I","2015",3052094.56666667,278,0.6
"475",75,"NET SERVIÇOS DE COMUNICAÇÃO S.A.","2012",3051996.75,277,0.6
